,Company_Name,Location,Job_Title,Job_Description,Salary_Estimate,Rating,Size,Founded,Type,Sector,Industry,Revenue,jd_python,jd_r,jd_sql,jd_nosql,jd_mongo,jd_tableau,jd_bi,jd_panda,jd_numpy,jd_spss,jd_stats,jd_excel,jd_ml,jd_ds,Rank,Min_Salary,Max_Salary,Rate,Min_Size,Max_Size,Duration,IsPrivate
614,"The Center of Applied Data Science",Kuala Lumpur,Junior Data Analyst,"Do you like looking at numbers and figuring out the cause and effect of a trend?
You are the analytical-minded person we are hunting for.
Join us to be part of the data science team, we welcome candidates who thrive to be the front runner of this exciting digital transformation program.
You will be having the opportunity to pivot digital solutions through sophisticated analytics and developments, translating into impactful business decisions. Apart from the technicalities, it is essential to be digital savvy to talk tech and distil it to others in the organization in an easy-to-understand manner.
If you are interested to embark on a rewarding career, data analytics is the right direction.
CADS aims to groom young talents is not limited to teaching “hard skills” such as data science, analytics, and AI (Artificial Intelligence). We also have a Nurture Development Program to ensure our graduates are work-ready, with the mindset and heartset to bring out their best at work.
To date, CADS has produced over 800 graduates from our Data Star Accelerator, many of whom have already been hired by various leading organizations, including Fortune 500 companies. The majority of the candidates are earning RM2,500 and above as their starting salary.
The job placement includes a data science skills development program where candidates get 1 to 2 months of in-class intensive data science enablement training and mentorship with experienced Data Scientists.
Get salary and allowance from industry job placement after the completion of training.
Limited sponsorship opportunities are available for young graduates interested in developing data literacy skills.
Visit https://www.thecads.com/upnm-kpt-cap to submit your applications.
Job Types: Full-time, Permanent, Fresh graduate
Salary: RM2,500.00 - RM4,000.00 per month
Benefits:
Opportunities for promotion
Professional development
Schedule:
Monday to Friday
Supplemental Pay:
Attendance bonus
Performance bonus
Education:
Bachelor's (Preferred)",MYR 30K - MYR 48K (Employer est.),3.9,1 to 50 Employees,2015,Company - Private,Education,Education Training Services,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,30000.0,48000.0,3.9,1.0,50.0,7.0,1.0
615,"Shopee",Kuala Lumpur,Data Analyst - ShopeeFood,"DepartmentData Analytics
LevelEntry Level
LocationMalaysia - Kuala Lumpur
The Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Data Analytics team openings to see how you can make an impact with us.
Job Description:
Create KPI trackers, download boards and any ad-hoc reports
Provide inputs for business team budget planning and data-driven decision making strategy
Provide data-driven analysis for campaigns and user behavior
Automating manual reporting process by SQL/Python
Ad-hoc requests to provide data support to other business functions
Partnering with business teams on data-driven decision making strategy
Requirements:
Min. 2 years of experience in data analyst/business intelligence roles
Solid and proven technical skills, SQL, Python, Excel, Google Sheets etc
Be able to do storytelling from numbers to business
Detail-oriented and excellent data sense
Good interpersonal and communication skills
Logical thinking and strong problem-solving skills
Background in fast-growing industries (Internet, consulting etc) preferred",-1,3.9,5001 to 10000 Employees,2015,Company - Private,Information Technology,Internet,Unknown / Non-Applicable,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,,,3.9,5001.0,10000.0,7.0,1.0
616,"Grab",Petaling Jaya,"Data Analyst, Commercial Analytics","Job Description:
The Role
This role requires the candidate to develop a strong grasp of the data available across several verticals such as GrabFood & GrabMart to assist the wider Commercial & Partnerships team in planning and execution
Assist the wider team with the use of data analytics to explore growth areas, drive impact for different initiatives and improve merchant-partner performance
The Team:
Commercial & Partnerships team is the external face of Grab, driving long term growth of the merchant-partners on our platform through consumer centric initiatives and relationship development. The team works across all business functions in Grab such as Strategy, Marketing and Operations to drive continuous improvements and data-driven interventions
The day-to-day activities:
Work with Commercial leads and the wider team to validate business hypotheses and inform decision making
Manage recurring reporting to business teams, maintaining dashboards and making improvements in efficiency wherever necessary
Assist the team with ad hoc data queries and building self-serve tools
Evaluate effectiveness of promotional campaigns from merchant-partner’s perspective
The must haves:
Strong in SQL – have experience manipulating large datasets (complex joins, multiple cte / nested queries)
Tableau / PowerBI experience is a plus
Ability to analyse data logically, with a clear idea of the caveats involved and its implications
Able to thoroughly explore and investigate data before putting it to use
Detail-oriented with strong intuitions on how to solve problems creatively and quickly
Has interest in the commercial side of things and able to take into consideration the viewpoints of business stakeholders in analyses and recommendations
Ideally 1-2 years of working experience in similar roles
Ability to thrive in a fast-paced, complex and dynamic environment
Strong communicator with ability to switch hats between data/technical speak and business/layperson speak",-1,4.3,1001 to 5000 Employees,2012,Company - Private,Information Technology,Internet,Unknown / Non-Applicable,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,,,4.3,1001.0,5000.0,10.0,1.0
617,"Selangor Human Resource Development Centre",Malaysia,Data Analyst,"Program Overview: Data Science and Analytics for Industry 4.0 program is designed to develop the future talents in the areas of data science and analytics (e.g. data analyst, data scientist, etc.) which are needed by the industry to progress towards a Smart Nation. This program would provide competency-based modules such as data analytics, data visualization, predictive modeling, and related modules with the aim of producing an industry-driven workforce which are equipped with the knowledge, skills, and competencies in the areas of data science and analytics. With the progression of industries towards sustainable digital transformation, the numbers of data generated, collected, analyzed, monitored, and stored would increase exponentially in various industries. This would provide the participants with a great potential in career development in this emerging area. Requirements: - Degree in Mechatronics Engineering, Electrical and Electronics Engineering, Computer Science, Software Engineering. Other related backgrounds would be reviewed on a case by case basis. - English Proficiency Requirement (eg. minimum MUET Band 5 or equivalent, Minimum SPM / STPM B+) - Candidates are required to PASS Technical Pre-Assessment and Interview requirements Certification: Industry Recognized Certification Benefits: Fully Funded Training and Allowance Awarded for those that are eligible. Program Duration: 2 Months Start Date: 21st March 2022
SHRDC is a not-for-profit training talent development centre established by industry and government in 1992 to appropriately skill Malaysians for a sustained and addressable pool of high impact talents for companies and businesses in Selangor and Malaysia. Guided by government, industry members and talent partners, our competency-based training programs ensure job-readiness and are internationally recognized. SHRDC offers niche training programs and certifications for specific competencies in the areas of manufacturing, information and communications technology, microsystems, solar photovoltaic, aerospace and Industry 4.0. As for soft skills development, SHRDC Essential Skills is a series of training programs designed to provide a range of soft skills for maximum productivity and effective leadership. SHRDC is committed towards contributing to Malaysiaâ€™s aspiration for its workforce â€“ the sustainable pool of highly skilled, innovative and flexible workers and a key factor towards a successful transition to a digital economy. To date, SHRDC have trained up to 82,000 participants from various backgrounds.
Bachelor's or Equivalent",-1,3.8,1 to 50 Employees,-1,Unknown,Government,Federal Agencies,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,3.8,1.0,50.0,,
618,"The Center of Applied Data Science",Kuala Lumpur,Associate Enterprise Data Analyst,"Are you an inquisitive, problem solver?
Are passionate about maximizing resources across multiple departments and lines of business to improve client satisfaction?
As the Associate Enterprise Data Analyst, you focus on supporting management and senior leadership through the analysis and reporting of complex datasets. This role works to accelerate growth by generating data insights to determine operational impact, trends and opportunities.
If you are interested to embark on a rewarding career, data analytics is the right direction.
CADS aims to groom young talents is not limited to teaching “hard skills” such as data science, analytics, and AI (Artificial Intelligence). We also have a Nurture Development Program to ensure our graduates are work-ready, with the mindset and heartset to bring out their best at work.
To date, CADS has produced over 800 graduates from our Data Star Accelerator, many of whom have already been hired by various leading organizations, including Fortune 500 companies. The majority of the candidates are earning RM2,500 and above as their starting salary.
The job placement includes a data science skills development program where candidates get 1 to 2 months of in-class intensive data science enablement training and mentorship with experienced Data Scientists.
Get salary and allowance from industry job placement after the completion of training.
Limited sponsorship opportunities are available for young graduates interested in developing data literacy skills.
Visit https://www.thecads.com/upnm-kpt-cap to submit your applications.
Work Remotely
Temporarily due to COVID-19
Job Types: Full-time, Permanent, Fresh graduate
Salary: RM2,500.00 - RM4,000.00 per month
Benefits:
Opportunities for promotion
Professional development
Schedule:
Monday to Friday
Supplemental Pay:
Attendance bonus
Performance bonus
Education:
Bachelor's (Preferred)",MYR 30K - MYR 48K (Employer est.),3.9,1 to 50 Employees,2015,Company - Private,Education,Education Training Services,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30000.0,48000.0,3.9,1.0,50.0,7.0,1.0
619,URBANMETRY,Petaling Jaya,Junior Data Analyst,"About The Role
Big data management
Data collection and cleaning
Work independently with minimal supervision
Perform basic data analysis and communicate findings through reports
Suggest workflow improvements
Requirements
Must be a Malaysian citizen
Should have at least 1 year working experience in a similar role
Must be familiar with Microsoft Office, especially Excel
Experience with Python, R and/or D3.js is an added advantage
A self-starter and shows initiative
Able to converse in English and Bahasa Melayu
Meticulous, patient and resourceful
Apply here: https://forms.gle/Lg1AAi1Ug7wWcysa7
Perks
Birthday leave! (Because you shouldn't be working on your birthday)
Medical insurance coverage (includes outpatient claims)
Dental coverage
Optical coverage
Free parking
Upskilling and learning opportunities
Fun company activities (online gaming squad, book club, mushroom farming, climbing, painting, embroidery, hiking, and more!)
Work gadget allowance
Lifestyle and mental health allowance (yes, that covers your gym membership!)
Public transport allowance
Unlimited pantry snacks and drinks
Company trips (during non-pandemic times)
Sponsored Covid self-test kits
Team lunch allowance
Job Types: Full-time, Permanent
Salary: RM2,000.00 - RM3,500.00 per month
Benefits:
Additional leave
Dental insurance
Free parking
Gym membership
Health insurance
Maternity leave
Meal allowance
Opportunities for promotion
Parental leave
Professional development
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Performance bonus
COVID-19 considerations:
A socially distanced and limited capacity work environment is provided. The company assures strict SOP compliance for the peace of mind of its employees and also subsidizes Covid self-test kits for its employees.
Application Question(s):
Can you complete a case study to proceed with the application process?
Experience:
Data Analytics: 1 year (Preferred)
Language:
English (Required)
License/Certification:
Malaysian IC (Required)",MYR 24K - MYR 42K (Employer est.),-1.0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,24000.0,42000.0,,,,,
620,"Accenture",Kuala Lumpur,Digital Data Reviewer (Mandarin),"Help improve the quality and safety of online contents by analyzing and reviewing user profiles, videos, and text-based content and/or investigating, escalating and/or resolving issues that are reported by users or flagged by the system. The analyst will also be responsible to fulfill the base metrices for efficiency and effectiveness (Quality, Consistency) that is used to train machine learning models.
Become and remain knowledgeable about the Client's products and policies
Make well balanced decisions and personally driven to be an effective advocate for the platform's community
Strong interpersonal skills, verbal and written communication skills and most importantly empathy
Review content within agreed turnaround times and standards of quality
Identify inefficiencies and improvement opportunities in workflows and suggest solutions or recommendations
Recognize trends and patterns, and escalate issues that may affect delivery of work in a timely manner

Preferred Bachelor’s Degree any field
Strong interpersonal skills, verbal and written communication skills and most importantly empathy
Familiar and/or proficient in using social media applications
Passionate about the Internet and has high level of proficiency in utilizing search engines
Has good attention to detail and able to work analytically within a problem-solving environment
High affinity and cultural awareness of political/social situations regarding the relevant market/region that will be supported by the Analyst, which is critical for decisions
Should clear English language proficiency test
Able to adapt to continuous change
Flexible in cyclical work schedule",-1,4.0,10000+ Employees,1989,Company - Public,Business Services,Consulting,$10+ billion (USD),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,4.0,10000.0,10000.0,33.0,0.0
621,"Mercedes-Benz Services Malaysia Sdn Bhd",Kampong Puchong,Data Governance & Reporting Analyst (Contract),"Aufgaben
Job Brief
The Data Governance & Reporting Analyst is responsible for deploying key data governance processes that pertain to the sourcing, management, development and consumption of data assets across Mercedes-Benz Services Malaysia (MBSM) and affiliates. In addition, the role is responsible is responsible for helping businesses leverage data and identify opportunities for improvement, spot trends, as well as recognize potential issues and offer solutions. The role requires close collaboration with other departments within MBSM, and other key stakeholder groups with Mercedes-Benz Mobility AG (MBM).
The objective is to ensure that all data governance aspects as well as data quality levels are applied throughout the entire data lifecycle, most importantly upfront, through the vision and roadmaps for solutions that seek to leverage data and data services.
Job Responsibilities
1. Data governance framework & strategy
a. Participate in the application and deployment of data policies and processes and their continued enforcement to include areas such as workflow for data ingestion, data quality, master data and data life cycle management.
b. Responsible for applying data governance framework including the management of data, operating model, data policies and standards as well as the application of clearly defined data management definitions.
c. Follow the standards, policies and processes related to data governance and data quality and ensure clear accountability.
d. Work with various stakeholders across the organization to achieve the goals defined in the data governance and data management strategies.
2. Data Quality
a. Ensure that data quality guidance and direction is applied throughout the entire data lifecycle.
b. Monitor and track data quality issues, identify gaps, and apply action plans to remediate gap.
c. Ensure that data quality is assessed and evaluated as an integral part of new solution developments
3. Data Lifecycle
a. Responsible for the development and maintenance of an end to end data lifecycle management approach.
b. Ensure that data management guidance and direction is applied throughout the entire data lifecycle, most importantly upfront, through the vision and roadmaps for solutions that seek to leverage data and data services.
4. Reporting
a. Support the development and maintenance of an end to end data lifecycle management approach.
b. Perform data analysis, on time, to deliver analytics that will help better business decisions and monitor KPIs.
c. Works with intended end users and stakeholders to gather detailed content, segmentation, timing and presentation requirements for information and reporting capabilities.
d. Identifies, analyzes and interprets trends and patterns in large and complex data sets.
e. Assesses internal process and procedure related to reporting.
f. Runs queries as needed for ad hoc requests, development/POCs, testing.
g. Working closely with internal stakeholders on different analysis
Qualifikationen

A degree in a relevant domain such as Management Information Systems, Information Technology, Informatics or related technical field. However, work experience will be of equal, if not greater, importance.
A minimum of 3 years relevant work experience in data quality management, information architecture and governance design and implementation, with influence on overall direction of data governance management
Demonstrated experience in developing and operationalizing data based guidelines, policies, procedures, and standards.
Demonstrated ability to build cross-functional relationships that result in adoption of organizational change.
Experience of having been engaged within a multi-cultural, multi-disciplined, globally dispersed team.
Successful candidate will be placed under Third Party Agency but providing services to Mercedes-Benz Services Malaysis Sdn Bhd",-1,4.2,10000+ Employees,1886,Company - Public,Manufacturing,Transportation Equipment Manufacturing,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,4.2,10000.0,10000.0,136.0,0.0
622,"Accenture",Kuala Lumpur,Transaction Processing Analyst (IO),"Performs routine business processing transactions, which are non-repetitive and may involve independent thinking, including data-entry in system, issuing policy documents and billing premiums based on set guidelines. Involve analysis and investigation during handling the account.
Review, evaluate, verify and process work for multinational business. This includes calculation of taxes / adjustments, billing premiums and issuing policies to the client.
Communicates, both verbally and/or in writing to Producing Office, Multinational Risk Practitioner, Underwriter or clients to collect information for policy issuances.
Organizes and maintains electronic databases. Performs data input and maintenance.
Review, investigate and rectify all the rework issue if any.
Respond to queries by Clients, Producing Office or Underwriters.
Updates Payments for policies and may have to communicate with other departments such as Finance / Accountings and RISO to obtain updated payment information.
Review, investigate and rectify all the rework issue if any.
Responds to general client and broker queries via email and calls.
Need to involve with the weekly, monthly call with the business, regional on the outstanding accounts.
Preparing reports as and when required by management
Willing to work on shift according to the region supported inclusive of working during Malaysia holidays.
Fluent in written and oral English communication.

Related bachelor degree",-1,4.0,10000+ Employees,1989,Company - Public,Business Services,Consulting,$10+ billion (USD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,4.0,10000.0,10000.0,33.0,0.0
623,"Champion Global Business Services",Cyberjaya,KYC (Know Your Customer) Analyst,"Your role As our KYC (Know Your Customer) Analyst, youâ€™ll play a vital role in ensuring client compliance with regulatory and statutory obligations worldwide. Youâ€™ll need to remain updated with all the regulations and jurisdictions and act as the guardian, ensuring everyone is trading within the law. In your role, it is essential to understand anti-money laundering and financial crime legislation. Youâ€™ll also need to perform thorough client due diligence. Your expertise in the fintech industryâ€™s regulatory requirements across global jurisdictions will play a crucial factor to identify potential red flags regarding the clients. Your mission is to ensure that we have a robust KYC process to prevent any criminal activity on the company platforms. Your challenges â—� Work closely with the compliance and customer support teams in ensuring compliance with the companyâ€™s Anti-Money Laundering/Counter-Terrorists Financing (AML/CTF) policies and procedures. â—� Analyze documentation for new clients, processes, and policies; evaluate high-risk accounts. â—� Perform due diligence on new clients and handle their risk assessments. â—� Review new product proposals to analyze their risk and compliance issues. â—� Observe client behavior patterns, screening of any suspicious transactions, and provide relevant compliance reporting after properly analyzing suspicious activity. â—� Assess and decide on a case-by-case basis the measures for special investigations. â—� Ensure that all clientsâ€™ documents and records are always properly filed in the statutory records and maintain proper housekeeping of clientsâ€™ records in the system â—� Provide data for periodic reports to the management and relevant stakeholders. â—� Research and remain updated on data protection laws and regulations. What you have â—� University degree in finance, business, economics, law, or risk management â—� Firm grasp of corporate or legal compliance â—� Thorough understanding of AML and KYC processes â—� Ability to draft and review legal documents â—� Competence in preparing license applications â—� Ability to absorb and understand regulatory requirements in several international jurisdictions â—� Competence to work effectively with stakeholders at various levels, across borders and internal matrix â—� Strong analytical skills with a focus on details and solutions â—� Organizational skills and the capability to think and act across functions â—� Excellent spoken and written English communication skillsâ€¨ Whatâ€™s good to have â—� Prior experience in a dynamic fintech environment About us Weâ€™re Deriv. Weâ€™re all about trading. Weâ€™re the geeky upstarts who pioneered an industry. That was more than 20 years ago, and weâ€™re still going strong. Today, we work across continents and serve over a million traders from around the globe.Â Join us. Grow with us. Our team We are the Customer Support team, responsible for establishing a sustainable relationship with our clients, assisting them to resolve potential issues with our products and services, increasing product adoption, and communicating clientsâ€™ demands to relevant teams. Location Cyberjaya, Malaysia
Champion Global Business Services, incorporated on 2 August 2019, is a business process outsourcing company that provides marketing, customer support, and business administration solutions.
Bachelor's or Equivalent",-1,3.0,1001 to 5000 Employees,1953,Company - Private,Retail,Other Retail Stores,$500 million to $1 billion (USD),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,3.0,1001.0,5000.0,69.0,1.0
624,SCHLUMBERGER WTA (MALAYSIA) SDN. BHD.,Malaysia,DATA ANALYST,"MAINTAINS THE WELL DATA INTEGRITY AND RELIABILITY, DESIGNS AND PROCESS DETAILED DAILY END OF WELL REPORTS BASED ON THE DATA GATHERED DURING WELL OPERATIONS.
We are Schlumberger. Our story begins with what it truly means to be a technology innovator. Our common sense of purpose unites 105,000 people representing 170 nationalities with products, sales and services in more than 120 countries. We supply the industryâ€™s most comprehensive range of products and services, from exploration through production, and integrated pore-to-pipeline solutions that optimize hydrocarbon recovery to deliver reservoir performance sustainably.
Bachelor's or Equivalent",-1,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
625,"Deriv",Cyberjaya,Data Analyst,"Your role
As a Data Analyst at Deriv, you will provide insights by collecting, processing, analysing, and presenting data in a usable way. You will ensure data integrity and use data-driven techniques to acquire information to help draft business strategies. Your keen eye for detail and expertise in data analysis will be vital in converting data into actionable insights to solve complex business challenges.
Your challenges
Analyse business requirements and create a seamless data flow from the source.
Maintain data integrity, identify and resolve data gaps, convert data for analysis purposes, and create business terminologies for the users.
Work with other departments to recognise and understand the scope of potential problems and check the availability of relevant data to resolve them.
Provide reporting and analysis solutions in the form of dashboards or alerts, and present them to stakeholders.
Use data governance tools for data management and look for trends that can be helpful to make business decisions.
What you have
In-depth experience with reporting packages, SQL, programming (Python/R), and ETL frameworks for data wrangling purposes
Skills in data visualisation tools such as Tableau and Google Data Studio
Analytical skills with the ability to transform data into optimal business decisions
Solid background in statistics, mathematics, or engineering
Strong communication and presentation skills
Fluency in spoken and written English
What’s good to have
Experience with Google Cloud Services (GCS) such as Google Cloud Storage (GCs) and BigQuery
Quality experience in relational SQL, preferably with PostgreSQL
Understanding the marketing domain of financial products and services
Proficiency in using spreadsheet/Excel
What we’ll give you
Market-based salary
Annual performance bonus
Health benefits
Casual dress code
Travel and internet allowances
About us
We’re Deriv. We’re all about trading. We’re the geeky upstarts who pioneered an industry. That was more than 20 years ago, and we’re still going strong. Today, we work across continents and serve over a million traders from around the globe.
Join us. Grow with us.
Our team
We are the Business Intelligence team. We lead the organisation in cultivating a data-driven culture as our company moves towards the future. We collect meaningful data and analytics for us to deeply understand our clients and build more valuable products and services. What we do is incredibly important in driving smart marketing decisions, optimising our business, and increasing profitability.
Job Types: Full-time, Permanent
Benefits:
Flexible schedule
Free parking
Health insurance
Opportunities for promotion
Schedule:
Flexible hours
Monday to Friday
Supplemental Pay:
Performance bonus
Yearly bonus",-1,4.3,501 to 1000 Employees,1999,Company - Private,Finance,Brokerage Services,Unknown / Non-Applicable,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0.0,,,4.3,501.0,1000.0,23.0,1.0
626,"ProMicom Service (M) Sdn Bhd",Malaysia,Global Screening Analyst (2pm - 11pm) - Cyberjaya - 6 Months,"Global Screening Analyst Industry: Oil and Gas Location: Cyberjaya, Selangor Work Hour: 2.00 pm - 11.00 pm | 5 days per week Salary: RM 2600 - RM 3000 Contract Duration: 6 months Mandatory skill set: Can converse, read, and write in Mandarin and English. Experience: General understanding of Trade Controls, Anti-Money Laundering & Anti-Bribery and Corruption policy, know-your-customer process Purpose The Group Screening Service (GSS) team provides a third-party screening service to the Client to assess counterparty risks related to money laundering, bribery corruption, tax evasion, trade controls including terrorist financing or other related financial crimes. The GSS Junior Analyst will learn the fundamentals of GSS and develop their ability to process screenings, under the guidance of a GSS Senior Analyst Job Description: Ensure that all screening activities assigned to you are performed to specified quality standards and within agreed timescales. Check the incoming documents, translating key information in the documents from Mandarin/Thai into English (where required), Undertake research into counterparties and/or risk entities using a combination of publicly available and commercially licensed IT tools and data sources. Collate the results of your search in a specified manner and retain evidence as required. Analyze and interpret your results to come to a conclusion that gives direction, advice, and guidance to the business. Communicate with all stakeholders in a precise and concise manner. Take responsibility for specific parts of business process areas delegated to you. Adhere to your own records management, screening evidence retention and email communication Contribute to and participate in specific projects (when required). Lead by example with regards to the Core Values of Honesty & Integrity and Respect for People, the five Behavioural Imperatives, Enterprise First Behaviours, and the Life-Saving Rules. Skills & Requirements : Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Business Studies/Administration/Management, Mass Communications or equivalent At least 0-3 year(s) of working experience in the related field is required for this position. General understanding of Trade Controls, Anti-Money Laundering & Anti-Bribery and Corruption policy, know-your-customer process. Excellent analytical, process skills Significant attention to detail Excellent written and verbal communication in English Knowledge of an additional language (Mandarin) - speak, read and write Ability to work well under pressure & prioritize tasks Ability to work in a global, matrix environment that spans multiple legal entities & teams Ability to work simultaneously with multiple conflicting priorities, timelines & stakeholders Excellent judgment & assessment skills; proactively employ personal curiosity to identify & research parties using a risk-based approach Computer literate (MS Office: advanced Excel and Word) 6 months Contract Positions available
ProMICOM Services (M) Sdn Bhd was incorporated in June 2004 and the corporate entity is MICOM Computer Centre (MICOM). MICOM was established in 1987 and has over the years evolved from a fledgling IT products retailer and IT service provider to an organization that has the expertise and resources to support medium to large scale organizations, with critical IT infrastructure and application requirements including the outsourcing of IT/Non-IT professional resources and payroll solution. Currently, 90% of our clients are multinational companies and government agencies from various business segments such as oil and gas, semiconductors, chemical, power, manufacturing, telecommunication, and education. Driven by a strong technical team, we strive continuously to provide high quality and advanced technological products, professional services, and training to meet the constantly evolving and demanding needs of corporations.
Bachelor's or Equivalent",MYR 30K - MYR 36K (Employer est.),3.6,1 to 50 Employees,-1,Self-employed,-1,-1,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,30000.0,36000.0,3.6,1.0,50.0,,0.0
627,"KPMG",Petaling Jaya,Apprenticeship-Data & Analytics - KPMG Lighthouse,"Grade
Internship
Department
KPMG Lighthouse
Descriptions
Looking forward to a data-driven career in a dynamic environment? KPMG is now on the lookout for young talents to join our Lighthouse Data & Analytics Apprenticeship Program: “Discover, Analyse, Transform and Accomplish” Unlike a mundane internship program, our Apprenticeship program is specifically designed to blend hands-on experience with relevant trainings to enhance your job competency. As part of the Firm’s talent development program, we are committed to invest in data science training for our apprentices to achieve the necessary accreditations. Your mission is to analyse large data sets and transform them into meaningful insights to identify current trends, cycles and anomalies. Our Apprenticeship program comes with a unique feature of one-to-one mentorship where you will be guided by an assigned mentor throughout the program. Upon completion of the program, you'll stand a chance to be offered a permanent role in KPMG Lighthouse. If you are passionate about your career path of becoming a data professional, we welcome you to embark the journey with us! Inspire Confidence. Empower Change. KPMG the Clear Choice
Responsibilities
This program aims to equip candidates with the necessary skills in the data and analytics space. At the end of this program, candidates can expect to have technical and functional capabilities which are essential for Data Analyst role. Some of the key responsibilities of Data Analyst Apprentice are as follows: - - Data Processing: Extract raw data from different sources (e.g. Excel, CSV, PostgreSQL, SQL, Oracle, ERP system, etc.) and proceed with data cleansing/sanitisation. - Data Warehousing: Consolidate/aggregate processed data and store in data mart following specific data requirements. - Data Visualisation: Build interactive dashboard using Business Intelligence tools (e.g. Tableau, Power BI, QlikSense) to convert business insight into effective decision making. - Data Analysis: Apply data modelling with analytical software (e.g. R, Python) to derive statistical and data-driven insights for different market segments.
Requirements
- Availability of 6 months and above. - Bachelor’s degree with a quantitative focus: Actuarial Science, Business Analytics, Computer Science, Data Science, Information Systems/Technologies (IS/IT), or Business and Commerce with D&A background. - Good knowledge on implementation of business data solutions (e.g. ETL, data modelling, data visualisation, and data analysis). - Systematic troubleshooting approach, coupled with strong communication skills. - Independent, self-motivated, organised, results oriented, teamwork spirit and ability to undertake multiple tasks to meet challenging deadlines. - Prior experience or project knowledge of data analytics or big data project will be an added advantage. - Comfortable to work with large and complex dataset. - Basic knowledge on Office 365 such as MS Word, MS PowerPoint, MS Excel. - Good command of English, both written and spoken.",-1,4.0,10000+ Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0.0,,,4.0,10000.0,10000.0,,0.0
628,"Grab",Petaling Jaya,Quality Analyst | GS Financial,"Job Description:
Get to know our Team:
Customer Experience team drives one of our core values ‘Outserve Our Customers’ and provide support to in-country business units and a wide range of verticals
Promoting ease to our customers; driver and merchant partners and passengers using Grab financial services, including but not limited to payments, mobile wallet transactions, financing, insurance and wealth; in customer support transactions focusing on quality and customer satisfactions
Get to know the Role:
Provide quality assurance support to the customer support executives serving Grab financial services customers in Singapore. Work location is in KL, Malaysia.
Be the strong advocate of superb and consistent service quality delivery through systematic monitoring, tracking of service performance against SOPs and targets
Be creative in problem solving, meticulous in root case identification and process improvement
The day-to-day activities:
Review and rate phone call recordings, email, chat responses of Customer Experience representatives using the prescribed quality guidelines on part with industry FIs
Provide clear, detailed and actionable constructive feedback and tracking to our Customer Experience representative and recommendations to the Supervisor in-charge.
Facilitate and drive calibration meetings to ensure consistent understanding of quality guidelines and expected behaviors.
Participate in vertical meetings to ensure stakeholder feedback affecting quality guidelines and expected behaviors are integrated to the quality checklist.
Recommend ways to improve processes, call flows, scripts and guidelines based on actual call and email reviews and observations.
Document quality assessments and feedback.
Generate and manage trending quality scores and relevant data while providing reports to stakeholders as prescribed by TQA Management.
Continuously learn and update oneself on the latest product and process.
To analyse and provide reports alongside recommendations to improve.
The must haves:
Bachelor's degree in either Business, Communications, Education or related discipline; or equivalent
At least 3-5 years experience in the same capacity in a Customer Service organisation in financial/ banking industry or payment processors
Familiarity with payment wallet, cards, wealth, insurance products, risks operations, client money protection, personal data privacy policies would be a definite advantage
Banking industry certification would be a plus;
Strong acumen in data analysis, reporting, time management, and organizational skills
Project management experience preferred
Exposure to Zendesk, Livechat and digital servicing channels and analytics will be an added advantage;
Advanced presentation, interpersonal, time management, and organizational skills
Proficiency in using Microsoft products such as Excel, PowerPoint, Word;
Ability to communicate results to management and in a fast paced environment;
Can thrive under minimal supervision;
Ability to work both independently and in a team environment
Outstanding organizational skills with multitasking skills",-1,4.3,1001 to 5000 Employees,2012,Company - Private,Information Technology,Internet,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,4.3,1001.0,5000.0,10.0,1.0
